createtopost,followers_count,bi_followers_count,friends_count,statuses_count,favourites_count,share_ct,comment_ct,attitudes_ct,verified,verified_type,verified_kind,gender,geo_enabled,province,hasURL,emotion,length,realwd,imgwd,engwd,otherwd,is_rumor
459,326,228,328,68,2,283,140,0,0,normal user,normal user,0,1,51,0,0,42,44.44,11.11,0,44.44,TRUE
774,399210,90,93,965,5,1019,157,161,1,celebrity,yellowV,0,0,44,0,-2,108,50,21.43,0,28.57,TRUE
1105,413,169,355,1618,5,114,7,3,0,senior master,master,1,1,44,0,0,221,60.78,19.61,1.96,17.65,TRUE
304,101104,1310,2044,4801,13,1187,153,3,0,normal user,normal user,1,0,31,0,-2,400,58.82,7.84,0,33.33,TRUE
730,41120,138,1603,96103,42,97,12,2,0,normal user,normal user,1,0,44,0,0,105,78.57,14.29,0,7.14,TRUE
273,221209,359,1333,161416,2,1752,182,4,0,normal user,normal user,1,1,11,0,-3,417,61.36,18.18,0,20.45,TRUE
423,344977,749,989,5463,815,113,39,3,0,senior master,master,0,1,35,0,2,89,52,16,8,24,TRUE
704,294,112,191,534,2,149,31,0,1,celebrity,yellowV,1,1,51,0,0,66,23.81,0,0,76.19,TRUE
400,1361048,5,37,11087,182,1519,162,8,0,normal user,normal user,0,1,44,0,-3,399,67.83,2.61,0,29.57,TRUE
145,18746,3,48,65,1,11329,1144,84,0,normal user,normal user,0,1,11,0,0,361,59.74,18.18,5.19,16.88,TRUE
861,9669,335,618,3459,180,1293,188,12,1,celebrity,yellowV,1,1,81,0,0,80,60.87,8.7,0,30.43,TRUE
739,15086,1500,1959,5325,81,238,14,0,1,enterprise,blueV,1,0,44,0,0,372,59.52,20.24,0,20.24,TRUE
1025,500459,1220,1481,14534,1522,5250,1669,183,1,media,blueV,1,1,11,0,-2,304,66.18,11.76,1.47,20.59,TRUE
42,173,72,107,565,0,325,22,0,0,normal user,normal user,0,1,51,0,2,369,61.18,4.71,5.88,28.24,TRUE
973,12492,1285,1305,17886,0,694,111,0,1,celebrity,yellowV,1,0,21,0,-1,43,45.45,36.36,0,18.18,TRUE
49,281,8,73,89,0,738,185,0,0,normal user,normal user,1,1,11,1,-6,395,67.5,8.75,5,18.75,TRUE
860,29865,545,850,4366,167,2267,388,17,0,senior master,master,1,0,34,1,0,402,61.25,12.5,5,21.25,TRUE
676,5703,226,795,2437,38,5386,868,33,1,celebrity,yellowV,1,0,11,0,0,381,64.2,14.81,0,20.99,TRUE
513,313873,1,4,5550,67,722,206,57,0,normal user,normal user,0,1,31,0,-2,337,58.9,23.29,0,17.81,TRUE
270,417,95,835,1129,1408,324,50,0,0,normal user,normal user,0,1,52,0,-7,377,56.52,14.13,0,29.35,TRUE
608,399615,515,603,13075,5,395,69,2,0,normal user,normal user,0,1,11,0,-4,411,60,12,0,28,TRUE
408,994180,666,784,1867,9,386,85,25,0,normal user,normal user,1,1,11,0,0,96,45,5,15,35,TRUE
869,23604,559,1068,7734,34,1447,326,71,0,normal user,normal user,1,1,44,0,4,375,68.48,10.87,5.43,15.22,TRUE
582,104,41,89,50,1,142,26,2,0,normal user,normal user,1,1,44,0,2,401,58,18,2,22,TRUE
190,731138,255,1173,4522,0,228,75,0,0,normal user,normal user,1,1,44,0,-1,227,67.39,10.87,0,21.74,TRUE
641,1009002,1967,2891,42759,634,338,73,7,0,normal user,normal user,1,0,31,0,-2,413,65.52,16.09,1.15,17.24,TRUE
166,1453512,175,363,36550,418,299,101,4,1,celebrity,yellowV,1,0,11,0,0,107,66.67,8.33,0,25,TRUE
463,280126,43,356,30647,2,154,109,1,0,normal user,normal user,1,1,11,0,1,196,73.81,14.29,0,11.9,TRUE
354,82475,1470,1665,4657,206,163,15,0,0,normal user,normal user,0,1,11,0,-4,382,66.67,11.49,0,21.84,TRUE
830,6214264,297,772,77865,1094,250,82,6,1,enterprise,blueV,0,0,11,0,-5,407,67.03,10.99,0,21.98,TRUE
932,804653,593,1180,33231,79,108,39,2,1,enterprise,blueV,0,1,33,0,-5,414,68.13,13.19,0,18.68,TRUE
1045,4149,277,416,1407,1225,200,21,1,0,normal user,normal user,1,1,31,0,0,325,61.97,19.72,0,18.31,TRUE
761,1029,228,580,1132,124,536,138,4,0,normal user,normal user,1,1,51,0,-2,87,57.14,0,0,42.86,TRUE
96,772,658,914,775,0,701,538,4,0,normal user,normal user,1,1,33,1,-5,388,56.04,19.78,4.4,19.78,TRUE
415,464718,196,415,4106,6,153,27,0,0,normal user,normal user,1,1,400,0,1,377,65.12,23.26,0,11.63,TRUE
745,20825,174,191,11168,99,152,44,4,1,celebrity,yellowV,1,0,32,0,0,66,71.43,14.29,0,14.29,TRUE
1331,1351150,1149,1308,6006,334,1213,719,74,1,celebrity,yellowV,1,0,11,0,-3,382,52.22,18.89,0,28.89,TRUE
545,1621,227,300,567,331,133,53,0,0,senior master,master,1,1,44,0,5,420,55.91,25.81,0,18.28,TRUE
845,8222,1526,1880,10363,25,30351,7422,311,1,celebrity,yellowV,1,0,100,0,-3,130,74.07,7.41,0,18.52,TRUE
297,1993,1147,1276,8756,186,2142,357,3,0,normal user,normal user,1,1,31,0,0,402,69.88,10.84,1.2,18.07,TRUE
1091,104774,528,1182,2414,7,155,24,0,1,celebrity,yellowV,0,1,11,0,1,383,57.65,15.29,0,27.06,TRUE
535,393681,368,887,7324,309,214,52,0,0,normal user,normal user,0,1,44,0,-4,394,70.91,2.73,0.91,25.45,TRUE
690,719339,323,575,7903,337,282,60,9,1,celebrity,yellowV,1,1,100,0,-1,333,59.72,15.28,0,25,TRUE
1291,16502,634,1206,7019,603,180,27,0,0,senior master,master,0,1,31,1,-3,346,45.65,13.04,8.7,32.61,TRUE
1125,56116,368,472,1357,2,280,56,4,0,normal user,normal user,1,0,81,0,-2,315,67.61,12.68,0,19.72,TRUE
997,68622,577,1133,11898,1,3808,2104,255,0,normal user,normal user,1,1,32,0,1,417,59.76,17.07,0,23.17,TRUE
487,144151,34,128,4448,109,269,54,9,1,media,blueV,1,1,44,0,-1,363,66.25,20,0,13.75,TRUE
978,275785,616,864,14971,1291,211,71,0,1,celebrity,yellowV,1,0,44,0,0,403,59.6,15.15,2.02,23.23,TRUE
728,269415,220,390,916,8,2354,413,53,1,celebrity,yellowV,1,1,44,1,-5,404,67.78,10,4.44,17.78,TRUE
283,12203,345,569,2328,7,7015,1311,276,1,website,blueV,0,1,11,0,-3,284,54.43,3.8,2.53,39.24,TRUE
711,130126,1206,1962,50218,626,2669,614,34,0,senior master,master,1,0,31,1,3,394,56.58,14.47,10.53,18.42,TRUE
470,70565,129,286,3452,57,131,34,5,0,normal user,normal user,1,1,50,0,1,396,67.07,13.41,0,19.51,TRUE
670,1210,51,582,2011,1746,1560,684,83,0,normal user,normal user,0,0,11,0,-2,314,55.07,20.29,0,24.64,TRUE
864,176628,220,280,9387,661,294,11,1,1,celebrity,yellowV,1,0,11,0,-2,412,75.53,6.38,0,18.09,TRUE
183,191270,1003,1118,15315,3,255,58,1,1,celebrity,yellowV,1,1,44,1,-1,408,61.7,10.64,4.26,23.4,TRUE
1215,10130714,78,330,77282,21702,1561,246,11,0,normal user,normal user,1,0,44,0,-4,401,75.93,3.7,0,20.37,TRUE
736,7081,461,464,11023,1083,399,85,2,1,celebrity,yellowV,1,1,23,0,-9,418,59.76,23.17,0,17.07,TRUE
385,532658,2474,2695,7693,16097,1500,465,28,0,normal user,normal user,0,0,44,0,1,108,57.69,11.54,0,30.77,TRUE
54,8981,8,81,279,18,4928,1000,18,0,normal user,normal user,0,0,31,0,-4,408,61.32,14.15,0.94,23.58,TRUE
636,6492,1514,1867,2559,100,230,3,0,0,normal user,normal user,0,1,31,0,1,357,63.64,15.58,0,20.78,TRUE
623,504701,1587,1722,6012,25,427,237,14,0,normal user,normal user,1,1,400,0,-4,412,71.91,11.24,0,16.85,TRUE
767,1111529,493,1013,7334,5,147,41,3,1,celebrity,yellowV,0,0,81,0,-2,142,75,0,0,25,TRUE
1224,632362,2017,2527,6584,5,138,22,1,1,celebrity,yellowV,1,1,11,0,0,354,62.79,10.47,1.16,25.58,TRUE
1118,246871,381,916,56305,26,196,35,8,1,enterprise,blueV,1,1,11,0,-4,386,71.91,5.62,0,22.47,TRUE
659,697471,1087,2757,9794,104,111,56,2,0,senior master,master,1,0,51,0,-4,412,59.55,12.36,2.25,25.84,TRUE
502,985087,1328,2234,182228,168,1462,260,8,0,normal user,normal user,1,0,11,0,-1,369,65.52,20.69,0,13.79,TRUE
520,633,15,182,2648,0,166,46,3,1,enterprise,blueV,1,1,44,0,0,164,79.41,5.88,0,14.71,TRUE
38,289,156,449,326,2,264,45,0,0,normal user,normal user,1,1,37,0,2,390,69.62,16.46,0,13.92,TRUE
634,719339,323,575,7903,337,642,147,7,1,celebrity,yellowV,1,1,100,0,0,366,69.89,8.6,0,21.51,TRUE
797,34759,1927,1981,31740,14,148,90,1,1,website,blueV,1,1,33,1,1,396,65.48,15.48,4.76,14.29,TRUE
1014,32221,1570,1654,11851,1,498,91,1,1,celebrity,yellowV,1,0,44,0,0,375,64.47,17.11,0,18.42,TRUE
414,574040,2626,2743,9150,5,705,160,8,0,normal user,normal user,0,1,51,0,-4,314,65.75,10.96,1.37,21.92,TRUE
951,6503,1377,2402,7187,3836,561,72,0,0,senior master,master,1,0,31,0,-1,376,66.27,25.3,1.2,7.23,TRUE
1468,35480,980,1979,24669,353,3719,2272,3764,1,celebrity,yellowV,1,1,81,0,-3,268,51.39,15.28,0,33.33,TRUE
324,204016,411,954,11832,2,98,16,0,0,normal user,normal user,0,1,31,0,-2,391,60.87,10.87,1.09,27.17,TRUE
506,1126713,1750,1899,14239,32,211,28,1,1,website,blueV,0,1,44,0,4,406,58.62,11.49,2.3,27.59,TRUE
884,2791,494,556,5638,211,138,14,0,1,celebrity,yellowV,1,1,400,0,0,23,57.14,0,0,42.86,TRUE
765,30094,1605,1713,2951,24,142,120,3,0,senior master,master,1,1,44,0,0,173,63.04,17.39,0,19.57,TRUE
1132,136011,2107,2107,10466,0,796,226,9,1,celebrity,yellowV,1,0,42,1,-1,406,61.18,18.82,4.71,15.29,TRUE
735,127181,1649,1799,21687,207,2599,898,15,1,celebrity,yellowV,1,0,100,0,-1,168,62.16,21.62,0,16.22,TRUE
785,136,80,198,206,161,211,15,3,0,normal user,normal user,0,0,44,0,-1,406,69.05,14.29,0,16.67,TRUE
166,104694,21,105,90,1,1240,242,1,0,normal user,normal user,1,1,11,0,0,318,52.24,14.93,8.96,23.88,TRUE
979,50447,893,969,10014,12,8156,2132,44,1,celebrity,yellowV,1,0,62,0,-2,406,71.91,7.87,0,20.22,TRUE
305,587473,2318,2403,10599,49,415,90,0,0,normal user,normal user,1,1,35,1,1,404,64.04,12.36,4.49,19.1,TRUE
1158,827,254,833,2512,7,403,132,9,0,normal user,normal user,1,1,31,0,-2,351,63.53,14.12,0,22.35,TRUE
331,367,110,676,13,0,214,30,0,0,normal user,normal user,0,1,44,0,-3,404,68.13,15.38,0,16.48,TRUE
890,1102261,439,739,14751,0,379,62,0,0,normal user,normal user,0,0,31,0,-4,384,71.43,13.1,0,15.48,TRUE
178,2290231,7,34,15388,1,580,49,2,0,normal user,normal user,1,1,44,0,-3,399,67.83,2.61,0,29.57,TRUE
221,191270,1003,1118,15315,3,955,247,5,1,celebrity,yellowV,1,1,44,1,-7,400,60.42,12.5,4.17,22.92,TRUE
809,674728,24,556,153362,14,132,29,5,0,normal user,normal user,1,1,11,0,-1,286,51.67,20,0,28.33,TRUE
547,137342,1342,1392,4327,4,132,38,0,1,celebrity,yellowV,1,0,50,0,-1,411,70.89,12.66,0,16.46,TRUE
774,166934,2036,2104,6004,39,369,140,12,1,celebrity,yellowV,1,1,50,1,-3,164,50,14.29,9.52,26.19,TRUE
454,6553,253,592,369,491,501,23,0,1,celebrity,yellowV,1,1,11,0,-2,253,60,14.55,0,25.45,TRUE
520,799,152,763,3073,1030,156,13,1,1,celebrity,yellowV,1,0,37,0,0,336,60.23,15.91,2.27,21.59,TRUE
699,3977,193,231,892,267,3449,746,36,1,celebrity,yellowV,1,1,11,0,0,164,79.41,5.88,0,14.71,TRUE
1055,268868,2230,2306,4443,258,298,51,7,0,normal user,normal user,1,1,42,0,-7,395,67.82,13.79,0,18.39,TRUE
566,31084,110,343,17856,436,13888,3620,69,0,normal user,normal user,0,1,44,0,-4,346,63.16,11.84,0,25,TRUE
558,280417,533,1433,9411,157,158,9,0,0,normal user,normal user,0,1,35,0,2,359,59.04,14.46,0,26.51,TRUE
48,3424,329,560,560,0,135,63,3,0,normal user,normal user,0,0,11,0,-1,405,61.54,24.36,0,14.1,TRUE
958,98223,681,749,3042,19,177,54,0,1,media,blueV,0,1,11,0,-1,387,63.51,20.27,1.35,14.86,TRUE
928,681903,387,411,4220,78,9206,2233,205,0,normal user,normal user,0,0,400,0,3,227,48.33,16.67,5,30,TRUE
292,147073,1562,2985,11153,6,1244,368,3,1,website,blueV,1,1,11,0,-7,392,55.42,14.46,0,30.12,TRUE
886,657893,177,536,45709,55,141,59,4,1,media,blueV,0,1,44,1,0,53,42.86,14.29,28.57,14.29,TRUE
80,8915,370,750,1348,8,8913,1556,24,0,normal user,normal user,1,0,100,0,1,412,63.64,17.05,0,19.32,TRUE
763,571725,83,86,6058,10,121,27,0,1,media,blueV,0,1,44,0,-1,414,60.64,14.89,0,24.47,TRUE
835,17485,1939,1954,4236,100,664,232,1,1,celebrity,yellowV,1,1,44,1,1,362,45.45,18.18,13.64,22.73,TRUE
633,1109381,306,448,161557,2,1692,174,2,1,media,blueV,1,1,31,0,-1,382,60.53,21.05,0,18.42,TRUE
166,147930,1,1,567,41,38173,23176,759,0,normal user,normal user,0,1,44,0,1,396,61.62,17.17,3.03,18.18,TRUE
350,1091887,451,772,47360,170,5580,573,386,0,normal user,normal user,1,0,44,1,-3,315,46.51,10.47,4.65,38.37,TRUE
475,12931,2758,2932,102737,5133,1087,306,2,1,celebrity,yellowV,1,0,31,0,-4,214,65.96,8.51,0,25.53,TRUE
464,880958,1450,2992,37137,206,192,71,0,0,normal user,normal user,0,0,31,0,0,220,66.67,11.76,0,21.57,TRUE
1036,18680,1390,1473,19214,1860,310,105,1,0,normal user,normal user,0,1,11,0,-1,70,73.33,6.67,0,20,TRUE
885,5095,540,1994,213249,1236,306,3,0,0,senior master,master,0,0,35,0,-3,288,58.21,20.9,0,20.9,TRUE
1217,1805530,92,95,1325,27,769,136,54,1,celebrity,yellowV,0,0,71,0,2,389,63.95,15.12,0,20.93,TRUE
371,220014,553,707,48956,17,96,22,0,1,enterprise,blueV,1,1,33,1,-1,402,58.95,6.32,4.21,30.53,TRUE
277,991188,160,183,31189,114,1565,307,0,0,normal user,normal user,1,0,31,1,-5,405,70.45,5.68,4.55,19.32,TRUE
952,477496,1699,1999,36762,106,470,101,7,0,senior master,master,1,1,11,1,-2,382,67.95,11.54,5.13,15.38,TRUE
178,2284841,670,965,13177,160,868,179,4,1,media,blueV,0,1,11,1,3,373,60.49,16.05,4.94,18.52,TRUE
379,195174,17,42,796,75,3632,581,18,0,normal user,normal user,1,1,11,0,1,360,60.71,14.29,0,25,TRUE
519,273683,269,294,10717,401,562,124,4,0,normal user,normal user,1,1,81,0,-5,408,66.3,10.87,0,22.83,TRUE
993,6075,454,616,7508,66,1143,85,9,1,celebrity,yellowV,1,1,400,0,-3,397,58.06,2.42,0,39.52,TRUE
316,77582,324,358,1796,9,652,152,5,0,normal user,normal user,1,1,81,1,0,284,62.12,13.64,7.58,16.67,TRUE
660,552825,354,404,13495,680,108,36,2,1,gov,blueV,0,1,33,0,-3,358,66.25,18.75,0,15,TRUE
436,21349,516,657,7264,103,2046,398,7,1,celebrity,yellowV,1,0,81,1,-2,367,62.5,7.95,4.55,25,TRUE
1100,226115,207,225,20023,24,121,44,1,1,celebrity,yellowV,1,1,11,0,0,385,68.35,6.33,0,25.32,TRUE
1266,883844,2355,2662,13717,403,136,35,0,1,celebrity,yellowV,1,1,50,0,-1,211,41.38,20.69,1.72,36.21,TRUE
1063,5447,1617,1691,17835,907,139,20,0,0,senior master,master,0,1,21,0,-2,298,52.86,15.71,0,31.43,TRUE
121,537,212,388,773,2,976,284,6,0,normal user,normal user,1,1,400,0,-2,417,63.1,21.43,0,15.48,TRUE
331,6701,41,98,3783,21,376,84,9,0,normal user,normal user,1,1,11,1,-2,217,53.19,23.4,8.51,14.89,TRUE
623,122324,2193,2851,16316,624,136,23,1,0,senior master,master,1,0,42,0,1,333,66.67,13.89,0,19.44,TRUE
682,13719,230,450,1606,1467,255,210,3,0,normal user,normal user,1,1,51,0,-1,278,48.53,10.29,11.76,29.41,TRUE
1045,8756,294,390,90,296,529,191,13,0,senior master,master,1,1,400,1,1,74,45,20,20,15,TRUE
190,972,0,7,14,0,4759,1392,35,0,normal user,normal user,1,1,81,0,1,327,59.15,15.49,2.82,22.54,TRUE
713,58089,1105,1111,21655,2208,861,204,2,0,normal user,normal user,1,1,61,0,1,392,59.04,13.25,0,27.71,TRUE
670,1475698,610,1982,8914,17,1211,359,3,0,normal user,normal user,0,1,31,0,0,262,61.54,12.31,0,26.15,TRUE
685,1166,201,548,3983,515,246,30,0,0,senior master,master,1,1,41,0,2,402,63.33,11.11,0,25.56,TRUE
124,1232422,93,245,7411,3,235,26,3,0,senior master,master,0,1,35,1,0,288,51.47,14.71,5.88,27.94,TRUE
395,1026584,7,17,19730,30,134,19,0,0,normal user,normal user,0,1,44,0,-1,392,59.3,16.28,0,24.42,TRUE
227,11042,12,56,1037,1,1137,119,6,0,normal user,normal user,1,1,44,0,2,87,46.43,14.29,7.14,32.14,TRUE
380,547961,7,29,6522,53,176,51,1,0,normal user,normal user,1,1,11,0,1,407,61.96,15.22,1.09,21.74,TRUE
508,314,119,1029,2503,56,169,4,0,0,senior master,master,1,1,44,0,0,385,62.79,18.6,0,18.6,TRUE
629,120751,1087,2926,30407,8763,349,58,3,1,celebrity,yellowV,0,0,11,0,-2,279,55,18.33,0,26.67,TRUE
622,988677,26,97,11560,5,5632,1112,39,0,normal user,normal user,0,0,31,0,1,311,62.32,17.39,0,20.29,TRUE
140,13740,918,997,14321,3,1074,248,9,1,celebrity,yellowV,1,0,11,0,-2,404,78.41,9.09,0,12.5,TRUE
549,60578,763,1029,16718,781,962,183,0,0,normal user,normal user,1,1,11,0,2,354,76.62,6.49,0,16.88,TRUE
568,270873,2203,2781,10562,4,1645,172,7,1,celebrity,yellowV,1,0,35,0,-3,400,62.07,1.72,0,36.21,TRUE
553,55597,1149,1320,2297,1,3836,342,33,0,normal user,normal user,0,1,44,0,0,418,67.33,13.86,0,18.81,TRUE
690,168138,1032,1828,12387,1,286,75,2,0,normal user,normal user,1,0,22,1,1,404,63.95,12.79,5.81,17.44,TRUE
876,157949,838,1968,1229,50,691,95,4,1,celebrity,yellowV,0,1,44,0,-2,419,68.6,15.12,0,16.28,TRUE
769,254350,833,1842,4695,82,290,15,9,0,normal user,normal user,1,1,44,0,-4,352,63.22,21.84,0,14.94,TRUE
409,587473,2318,2403,10599,49,1735,432,19,0,normal user,normal user,1,1,35,1,1,396,61.54,16.48,4.4,17.58,TRUE
85,6276,931,1100,740,0,616,42,0,0,normal user,normal user,0,0,44,1,0,392,61.84,13.16,5.26,19.74,TRUE
1131,140579,1759,3000,55941,4,1098,924,44,1,celebrity,yellowV,1,1,11,0,-3,412,63.44,17.2,1.08,18.28,TRUE
613,2864,893,1718,10736,86,195,35,0,0,senior master,master,1,1,31,0,1,415,62.5,6.82,0,30.68,TRUE
42,9190,105,257,2795,7,2200,484,9,0,normal user,normal user,1,1,11,0,-5,387,64.58,16.67,0,18.75,TRUE
700,580986,935,1191,5656,451,197,14,0,1,celebrity,yellowV,1,1,35,0,0,282,44.44,20.83,15.28,19.44,TRUE
1429,133270,451,542,9696,637,773,339,35,0,normal user,normal user,1,1,11,1,0,89,40.91,4.55,18.18,36.36,TRUE
893,1137171,703,1136,17769,22,3134,222,6,1,celebrity,yellowV,1,0,11,0,6,403,62.89,15.46,0,21.65,TRUE
69,1852,1219,1681,3141,525,665,65,2,0,normal user,normal user,1,1,12,0,-3,407,60,9.47,1.05,29.47,TRUE
233,2129,457,1934,3854,78,21527,4680,210,0,normal user,normal user,1,1,400,0,1,348,64,16,0,20,TRUE
806,1469535,1,11,104987,127,171,36,3,1,media,blueV,1,0,100,1,-5,404,59.38,15.62,4.17,20.83,TRUE
981,8724,546,651,27468,109,391,86,10,0,normal user,normal user,1,0,51,0,-2,392,72.29,10.84,0,16.87,TRUE
848,1820,552,577,2575,2,132,3,1,0,senior master,master,1,1,400,0,2,392,58.62,19.54,0,21.84,TRUE
499,24288,1788,1957,2336,2,173,16,0,0,normal user,normal user,0,1,33,0,0,372,68.63,6.86,0,24.51,TRUE
761,132304,779,1834,3943,9637,125,36,0,1,celebrity,yellowV,1,0,42,0,0,99,80.95,9.52,0,9.52,TRUE
896,33318,446,584,4789,7,157,59,0,0,senior master,master,1,1,32,0,0,219,49.02,17.65,0,33.33,TRUE
628,167225,241,874,1667,29,143,16,1,1,celebrity,yellowV,1,0,11,0,-3,404,60.78,9.8,0,29.41,TRUE
574,2054,182,446,933,5,112,33,0,1,website,blueV,1,1,44,0,1,258,58.21,13.43,0,28.36,TRUE
406,49831,152,1663,96380,59,115,35,3,1,enterprise,blueV,0,0,44,1,-3,375,70.11,8.05,4.6,17.24,TRUE
23,22660,6,11,416,0,22437,17624,133,1,enterprise,blueV,1,0,44,0,1,371,59.26,17.28,1.23,22.22,TRUE
961,104299,201,535,12120,65,185,23,2,1,celebrity,yellowV,1,1,11,0,-2,391,68.47,2.7,0.9,27.93,TRUE
1479,6431,475,684,9291,13,171,84,3,0,normal user,normal user,1,1,50,0,-2,409,64.29,19.05,2.38,14.29,TRUE
969,25440,880,914,9010,185,37715,7126,85,0,normal user,normal user,1,1,11,1,-3,373,48.45,5.15,13.4,32.99,TRUE
635,8886,967,1805,2520,50,193,35,4,0,senior master,master,0,1,42,0,-1,75,78.57,0,0,21.43,TRUE
208,355765,732,858,18402,429,3262,754,15,0,senior master,master,1,0,37,0,-1,367,61.45,16.87,0,21.69,TRUE
1144,178863,120,121,4209,0,248,46,1,1,celebrity,yellowV,1,1,11,0,-3,360,67.95,11.54,0,20.51,TRUE
824,1740490,43,127,41927,5,842,95,4,0,normal user,normal user,0,1,44,0,-3,396,67.24,2.59,0,30.17,TRUE
1210,112750,751,1213,3657,36,254,69,0,1,celebrity,yellowV,1,0,11,0,-2,410,68.97,9.2,2.3,19.54,TRUE
338,87099,552,812,2249,1,409,0,3,0,normal user,normal user,0,1,44,0,-3,416,64.95,22.68,0,12.37,TRUE
709,18824,1821,1888,2204,11,202,50,51,0,normal user,normal user,1,1,81,1,-2,380,52.81,13.48,4.49,29.21,TRUE
593,1111529,493,1013,7334,5,119,88,0,1,celebrity,yellowV,0,0,81,0,-2,289,69.49,18.64,0,11.86,TRUE
314,981410,592,1367,6028,504,557,30,3,1,celebrity,yellowV,1,0,32,0,0,162,51.43,25.71,0,22.86,TRUE
743,1582980,124,276,56965,7,243,41,4,0,normal user,normal user,1,0,34,0,-1,249,69.23,19.23,0,11.54,TRUE
710,3258,1692,1836,4097,98,1193,34,1,1,celebrity,yellowV,1,1,64,0,0,42,50,20,0,30,TRUE
651,3466,1414,1997,20474,76,251,48,3,0,senior master,master,1,1,43,0,0,279,53.23,14.52,0,32.26,TRUE
485,1445,166,441,837,46,772,104,7,0,normal user,normal user,1,1,33,0,2,341,59.26,16.05,0,24.69,TRUE
905,1228685,2,23,41940,66,144,85,17,0,normal user,normal user,0,0,400,0,0,103,44,12,8,36,TRUE
573,438072,252,1174,59257,13,202,37,3,0,normal user,normal user,1,1,44,0,-1,197,42,24,4,30,TRUE
162,1147,531,1121,2911,0,1531,360,13,0,normal user,normal user,0,1,65,0,-1,403,67.86,11.9,0,20.24,TRUE
1035,1012,350,913,7860,1055,8668,1727,1057,0,senior master,master,1,1,400,0,-1,58,53.33,20,0,26.67,TRUE
777,168138,1032,1828,12387,1,164,35,3,0,normal user,normal user,1,0,22,0,2,150,64.71,8.82,0,26.47,TRUE
1009,918979,52,164,33170,67,338,142,10,0,normal user,normal user,1,1,31,0,1,387,62.03,15.19,2.53,20.25,TRUE
487,302,67,89,451,5,143,1,2,1,celebrity,yellowV,1,1,32,0,-7,377,67.03,12.09,0,20.88,TRUE
463,991188,160,183,31189,114,509,48,2,0,normal user,normal user,1,0,31,0,-2,402,58.59,10.1,1.01,30.3,TRUE
569,89149,808,1001,1977,753,164,56,0,0,normal user,normal user,1,0,11,0,-1,138,58.62,20.69,0,20.69,TRUE
857,7149,153,204,543,108,3895,245,66,1,celebrity,yellowV,0,1,81,0,1,390,55.56,14.44,0,30,TRUE
370,114599,2321,2806,4942,72,906,99,5,0,normal user,normal user,1,0,31,0,2,85,56,16,8,20,TRUE
1039,1850750,1500,1685,30976,123,14517,3653,56,1,celebrity,yellowV,1,1,41,0,2,394,50.48,12.38,0.95,36.19,TRUE
438,17703,79,464,2982,110,11945,2977,50,0,normal user,normal user,1,1,44,0,-1,414,56.47,18.82,0,24.71,TRUE
168,5222,1820,2000,21105,65,826,105,3,0,normal user,normal user,1,1,35,0,2,340,70.27,4.05,0,25.68,TRUE
1015,65349,254,454,9996,2,683,111,48,1,enterprise,blueV,0,1,50,0,0,160,71.88,3.12,0,25,TRUE
866,67452,441,462,3012,18,9319,6829,594,0,senior master,master,0,0,400,0,0,66,64.29,21.43,0,14.29,TRUE
1203,3134242,1097,1177,32538,3472,4646,1033,47,0,normal user,normal user,1,0,11,0,0,410,69.05,15.48,1.19,14.29,TRUE
649,532658,2474,2695,7693,16097,1683,441,25,0,normal user,normal user,0,0,44,0,-5,417,63.1,15.48,1.19,20.24,TRUE
1065,1007726,1722,3000,36965,2258,476,99,30,0,normal user,normal user,0,0,31,0,-2,388,58.82,27.06,1.18,12.94,TRUE
851,132698,523,2010,3750,51,45851,17215,5034,1,celebrity,yellowV,0,1,11,0,-2,370,64.04,10.11,0,25.84,TRUE
276,5881,130,567,55,0,426,47,12,0,normal user,normal user,0,1,43,1,0,99,66.67,4.17,16.67,12.5,TRUE
407,59377,1863,2207,18325,1053,139,24,0,0,normal user,normal user,1,1,12,0,0,338,61.84,22.37,0,15.79,TRUE
226,30013,722,999,3077,17,35208,20834,9407,0,normal user,normal user,1,1,81,0,-5,397,67.82,12.64,0,19.54,TRUE
395,1009002,1967,2891,42759,634,416,143,0,0,normal user,normal user,1,0,31,0,0,220,66.67,11.76,0,21.57,TRUE
481,12090,222,1716,32,1,419,46,0,0,normal user,normal user,0,0,32,0,0,403,61.05,10.53,0,28.42,TRUE
125,16610,942,2287,13594,116,131,30,1,0,normal user,normal user,1,0,43,0,1,411,64.77,15.91,0,19.32,TRUE
817,2629991,101,409,36209,362,2182,187,7,0,normal user,normal user,0,0,11,0,-4,384,71.43,13.1,0,15.48,TRUE
542,190,66,227,386,74,472,165,300,0,normal user,normal user,0,1,12,0,1,170,58.33,25,0,16.67,TRUE
1080,1699577,317,1204,78538,104,644,183,2,0,normal user,normal user,0,0,11,0,-1,181,44.68,25.53,0,29.79,TRUE
137,46737,431,1651,3840,1,524,68,0,0,normal user,normal user,1,1,31,0,2,308,61.43,18.57,0,20,TRUE
430,473927,505,684,39205,18,1000,88,0,0,normal user,normal user,1,0,42,0,0,138,37.21,16.28,0,46.51,TRUE
1292,9786,1009,1997,10030,234,382,104,0,1,celebrity,yellowV,1,0,11,0,-1,225,70,4,0,26,TRUE
617,10685,439,1287,5289,3,595,54,2,0,normal user,normal user,0,1,31,1,2,348,56.16,13.7,5.48,24.66,TRUE
